SAP Linkage No,yhq Sales Order No,yhq Sales Order Item No,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.01E+15,2007856621,20,Y101,EC402,2,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/12/2021,,,1009,EC402-50,YAS,3U12,2007856669,20,11/10/2021,12/2/2021,11/24/2021,,Available
1.01E+15,2007856621,30,Y101,YCB301,2,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,YCB301-C100,YAS,3U12,2007856669,30,11/16/2021,11/30/2021,11/26/2021,,Available
1.01E+15,2007856621,40,Y101,YCB301,14,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,YCB301-C020,YAS,3U12,2007856669,40,11/16/2021,11/30/2021,11/26/2021,,Available
1.01E+15,2007856621,50,Y101,YCB301,2,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,YCB301-C200,YAS,3U12,2007856669,50,11/16/2021,11/30/2021,11/26/2021,,Available
1.01E+15,2007856621,60,Y101,ANB10D,7,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,ANB10D-425/CU2N,YAS,3U12,2007856669,60,11/10/2021,11/30/2021,12/3/2021,,Available
1.01E+15,2007856621,70,Y101,ANB10D,2,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,ANB10D-425/CU2T,YAS,3U12,2007856669,70,11/10/2021,11/30/2021,12/3/2021,,Available
1.01E+15,2007856621,80,Y101,AAB842,8,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,AAB842-H50,YAS,3U12,2007856669,80,11/11/2021,11/30/2021,11/23/2021,,Available
1.01E+15,2007856621,90,Y101,ATK4A,8,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,ATK4A-00,YAS,3U12,2007856669,90,11/15/2021,11/30/2021,11/24/2021,,Available
1.01E+15,2007856621,100,Y101,AAB141,22,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,AAB141-H50/K4A00,YAS,3U12,2007856669,100,11/11/2021,11/30/2021,11/24/2021,,Available
1.01E+15,2007856621,110,Y101,ADV161,28,,L2Q00,4509623255,4509623255,C2Q00012,IN,2/20/2022,,,1009,ADV161-P50,YAS,3U12,2007856669,110,,2/10/2022,,,
1.01E+15,2007856621,120,Y101,ADV561,13,,L2Q00,4509623255,4509623255,C2Q00012,IN,2/20/2022,,,1009,ADV561-P50,YAS,3U12,2007856669,120,,2/10/2022,,,
1.01E+15,2007856621,130,Y101,ALE111,1,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,ALE111-S50,YAS,3U12,2007856669,130,11/15/2021,11/30/2021,11/26/2021,,Available
1.01E+15,2007856621,140,Y101,A2LP131,3,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,A2LP131-S00,YAS,3U12,2007856669,140,11/15/2021,11/30/2021,11/30/2021,,Available
1.01E+15,2007856621,150,Y101,VI702,5,,L2Q00,4509623255,4509623255,C2Q00012,IN,12/10/2021,,,1009,VI702,YAS,3U12,2007856669,150,11/18/2021,11/30/2021,11/24/2021,,Available
1.01E+15,2007862072,10,Y101,LHS5450,1,,L2Q00,4509629541,4509629541,C2Q00012,IN,11/28/2021,11/29/2021,,1009,LHS5450-V11,YAS,3U12,2007862858,10,11/11/2021,11/18/2021,11/18/2021,11/29/2021,Ship Out
1.01E+15,2007862072,20,Y101,LHS4450,1,,L2Q00,4509629541,4509629541,C2Q00012,IN,11/28/2021,11/29/2021,,1009,LHS4450-V11,YAS,3U12,2007862858,20,11/11/2021,11/18/2021,11/18/2021,11/29/2021,Ship Out
1.01E+15,2007862073,10,Y101,LHS5450,1,,L2Q00,4509629542,4509629542,C2Q00012,IN,11/28/2021,11/29/2021,,1009,LHS5450-V11,YAS,3U12,2007862859,10,11/11/2021,11/18/2021,11/18/2021,11/29/2021,Ship Out
1.01E+15,2007862073,20,Y101,LHS4450,1,,L2Q00,4509629542,4509629542,C2Q00012,IN,11/28/2021,11/29/2021,,1009,LHS4450-V11,YAS,3U12,2007862859,20,11/11/2021,11/18/2021,11/18/2021,11/29/2021,Ship Out
1.01E+15,2007776488,380,Y101,KS1,37,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/18/2021,12/13/2021,,1009,KS1-10*B,YAS,3U12,2007856870,50,11/22/2021,12/8/2021,12/2/2021,12/13/2021,Ship Out
1.01E+15,2006383602,8810,Y101,ALE111,28,,L2Q00,4507693045,4507693045,C2Q00012,IN,12/23/2021,,,1009,ALE111-S53,YAS,3U12,2007785236,330,11/18/2021,12/13/2021,12/1/2021,,Available
1.01E+15,2007776488,390,Y101,KS1,3,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/18/2021,12/6/2021,,1009,KS1-05*B,YAS,3U12,2007856870,60,11/22/2021,12/8/2021,11/27/2021,12/6/2021,Ship Out
1.01E+15,2007776488,400,Y101,AKB331,45,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/18/2021,12/13/2021,,1009,AKB331-M015,YAS,3U12,2007856870,70,11/22/2021,12/8/2021,12/1/2021,12/13/2021,Ship Out
1.01E+15,2007776488,410,Y101,YCB301,2,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/5/2021,12/6/2021,,1009,YCB301-C200,YAS,3U12,2007856870,80,11/16/2021,11/25/2021,11/20/2021,12/6/2021,Ship Out
1.01E+15,2007776488,420,Y101,YCB301,2,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/5/2021,12/6/2021,,1009,YCB301-C300,YAS,3U12,2007856870,90,11/16/2021,11/25/2021,11/23/2021,12/6/2021,Ship Out
1.01E+15,2007776488,430,Y101,AAV141,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/5/2021,12/6/2021,,1009,AAV141-S53/K4A00,YAS,3U12,2007856870,100,11/11/2021,11/25/2021,11/22/2021,12/6/2021,Ship Out
1.01E+15,2007817612,530,Y101,ADV551,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/4/2021,12/20/2021,,1009,ADV551-P60/D5A00,YAS,3U12,2007817684,530,11/11/2021,11/24/2021,11/23/2021,12/20/2021,Ship Out
1.01E+15,2007817612,540,Y101,ALP121,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/4/2021,12/13/2021,,1009,ALP121-S00,YAS,3U12,2007817684,540,11/11/2021,11/24/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,550,Y101,ALE111,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/4/2021,12/20/2021,,1009,ALE111-S50,YAS,3U12,2007817684,550,11/11/2021,11/24/2021,11/23/2021,12/20/2021,Ship Out
1.01E+15,2007817612,560,Y101,S2SC70D,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/10/2021,12/13/2021,,1009,S2SC70D-SA12010,YAS,3U12,2007817684,560,11/10/2021,11/30/2021,11/30/2021,12/13/2021,Ship Out
1.01E+15,2007817612,570,Y101,SAI143,2,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/7/2021,12/13/2021,,1009,SAI143-H63,YAS,3U12,2007817684,570,11/10/2021,11/29/2021,11/24/2021,12/13/2021,Ship Out
1.01E+15,2007817612,580,Y101,SDV144,4,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/7/2021,12/13/2021,,1009,SDV144-S63,YAS,3U12,2007817684,580,11/10/2021,11/29/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,590,Y101,SDV541,2,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/7/2021,12/13/2021,,1009,SDV541-S63,YAS,3U12,2007817684,590,11/10/2021,11/29/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,600,Y101,SBA4D,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/4/2021,12/13/2021,,1009,SBA4D-06,YAS,3U12,2007817684,600,11/12/2021,11/24/2021,11/24/2021,12/13/2021,Ship Out
1.01E+15,2007817612,610,Y101,SBD4D,2,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/4/2021,12/13/2021,,1009,SBD4D-06,YAS,3U12,2007817684,610,11/12/2021,11/24/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,620,Y101,SBD4D,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/4/2021,12/13/2021,,1009,SBD4D-06,YAS,3U12,2007817684,620,11/12/2021,11/24/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,630,Y101,KS1,2,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/17/2021,12/13/2021,,1009,KS1-05*B,YAS,3U12,2007817684,630,11/22/2021,12/7/2021,11/27/2021,12/13/2021,Ship Out
1.01E+15,2007817612,640,Y101,AKB331,4,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/17/2021,12/13/2021,,1009,AKB331-M005,YAS,3U12,2007817684,640,11/22/2021,12/7/2021,11/27/2021,12/13/2021,Ship Out
1.01E+15,2007817612,650,Y101,AKB331,2,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/17/2021,12/13/2021,,1009,AKB331-M005,YAS,3U12,2007817684,650,11/22/2021,12/7/2021,11/27/2021,12/13/2021,Ship Out
1.01E+15,2007817612,660,Y101,SAI143,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/7/2021,12/13/2021,,1009,SAI143-H63,YAS,3U12,2007817684,660,11/10/2021,11/29/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,670,Y101,SDV144,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/7/2021,12/13/2021,,1009,SDV144-S63,YAS,3U12,2007817684,670,11/10/2021,11/29/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007817612,680,Y101,SDV541,1,,L2Q00,4509576423,4509576423,C2Q00012,IN,12/7/2021,12/13/2021,,1009,SDV541-S63,YAS,3U12,2007817684,680,11/10/2021,11/29/2021,11/25/2021,12/13/2021,Ship Out
1.01E+15,2007858682,10,Y101,AAB841,1,,L2Q00,4509625442,4509625442,C2Q00012,IN,12/4/2021,12/20/2021,,1009,AAB841-S50/M4A00,YAS,3U12,2007858666,10,11/11/2021,11/24/2021,11/20/2021,12/20/2021,Ship Out
1.01E+15,2007858682,20,Y101,AAR145,3,,L2Q00,4509625442,4509625442,C2Q00012,IN,12/4/2021,12/20/2021,,1009,AAR145-S50,YAS,3U12,2007858666,20,11/11/2021,11/24/2021,11/25/2021,12/20/2021,Ship Out
1.01E+15,2007858682,30,Y101,ADV161,1,,L2Q00,4509625442,4509625442,C2Q00012,IN,2/20/2022,,,1009,ADV161-P50,YAS,3U12,2007858666,30,,2/10/2022,,,
1.01E+15,2007858682,40,Y101,KS1,1,,L2Q00,4509625442,4509625442,C2Q00012,IN,12/17/2021,,,1009,KS1-20*B,YAS,3U12,2007858666,40,11/22/2021,12/7/2021,11/27/2021,,Available
1.01E+15,2007858682,50,Y101,KS8,5,,L2Q00,4509625442,4509625442,C2Q00012,IN,12/4/2021,12/20/2021,,1009,KS8-05*B,YAS,3U12,2007858666,50,11/10/2021,11/24/2021,11/23/2021,12/20/2021,Ship Out
1.01E+15,2007858682,60,Y101,AKB337,2,,L2Q00,4509625442,4509625442,C2Q00012,IN,12/4/2021,12/20/2021,,1009,AKB337-M020,YAS,3U12,2007858666,60,11/10/2021,11/24/2021,11/20/2021,12/20/2021,Ship Out
1.01E+15,2007813847,150,Y101,YCB301,8,,L2Q00,4509571778,4509571778,C2Q00012,IN,12/5/2021,,,1009,YCB301-C020,YAS,3U12,2007814134,150,11/16/2021,11/25/2021,11/20/2021,,Available
1.01E+15,2007813847,160,Y101,YCB301,2,,L2Q00,4509571778,4509571778,C2Q00012,IN,12/5/2021,,,1009,YCB301-C300,YAS,3U12,2007814134,160,11/16/2021,11/25/2021,11/23/2021,,Available
1.01E+15,2007861125,10,Y101,EC401,1,,L2Q00,4509628266,4509628266,C2Q00012,IN,12/5/2021,12/20/2021,,1009,EC401-50,YAS,3U12,2007861112,10,11/11/2021,11/25/2021,11/24/2021,12/20/2021,Ship Out
1.01E+15,2007861070,10,Y101,KS1,15,,L2Q00,4509628421,4509628421,C2Q00012,IN,12/18/2021,,,1009,KS1-25*B,YAS,3U12,2007861107,10,11/22/2021,12/8/2021,11/30/2021,,Available
1.01E+15,2007861070,20,Y101,KS2,21,,L2Q00,4509628421,4509628421,C2Q00012,IN,12/5/2021,12/20/2021,,1009,KS2-25*B,YAS,3U12,2007861107,20,11/15/2021,11/25/2021,11/23/2021,12/20/2021,Ship Out
1.01E+15,2007861070,30,Y101,AKB337,30,,L2Q00,4509628421,4509628421,C2Q00012,IN,12/5/2021,12/20/2021,,1009,AKB337-M025,YAS,3U12,2007861107,30,11/15/2021,11/25/2021,11/24/2021,12/20/2021,Ship Out
1.01E+15,2007861070,40,Y101,AKB337,16,,L2Q00,4509628421,4509628421,C2Q00012,IN,12/5/2021,12/20/2021,,1009,AKB337-M025,YAS,3U12,2007861107,40,11/15/2021,11/25/2021,11/23/2021,12/20/2021,Ship Out
1.01E+15,2007861651,10,Y101,VI702,2,,L2Q00,4509629033,4509629033,C2Q00012,IN,12/30/2021,,,1009,VI702,YAS,3U12,2007861741,10,12/7/2021,12/17/2021,12/15/2021,,Available
1.01E+15,2007861126,10,Y101,VP6H1100,11,,L2Q00,4509628267,4509628267,C2Q00012,IN,12/30/2021,12/23/2021,,1009,VP6H1100-E11N34,YAS,3U12,2007862855,10,11/12/2021,12/17/2021,12/17/2021,12/23/2021,Ship Out
1.01E+15,2007861126,20,Y101,VP6F3100,3,,L2Q00,4509628267,4509628267,C2Q00012,IN,12/30/2021,12/23/2021,,1009,VP6F3100-V11,YAS,3U12,2007862855,20,11/12/2021,12/17/2021,12/17/2021,12/23/2021,Ship Out
1.01E+15,2007861126,30,Y101,VP6E51AD,1,,L2Q00,4509628267,4509628267,C2Q00012,IN,12/30/2021,12/23/2021,,1009,VP6E51AD-E31N34,YAS,3U12,2007862855,30,11/12/2021,12/17/2021,12/17/2021,12/23/2021,Ship Out
1.01E+15,2007861126,40,Y101,VP6E51AD,1,,L2Q00,4509628267,4509628267,C2Q00012,IN,12/30/2021,12/23/2021,,1009,VP6E51AD-E31N34,YAS,3U12,2007862855,40,11/12/2021,12/17/2021,12/17/2021,12/23/2021,Ship Out
1.01E+15,2007864072,10,Y101,KS1,2,,L2Q00,4509632193,4509632193,C2Q00012,IN,1/7/2022,,,1009,KS1-15*B,YAS,3U12,2007864144,10,11/29/2021,12/22/2021,12/10/2021,,Available
1.01E+15,2007864072,20,Y101,KS2,3,,L2Q00,4509632193,4509632193,C2Q00012,IN,1/7/2022,,,1009,KS2-15*B,YAS,3U12,2007864144,20,11/29/2021,12/22/2021,12/10/2021,,Available
1.01E+15,2007864072,30,Y101,AKB337,6,,L2Q00,4509632193,4509632193,C2Q00012,IN,1/7/2022,,,1009,AKB337-M015,YAS,3U12,2007864144,30,11/29/2021,12/22/2021,12/10/2021,,Available
1.01E+15,2007864073,10,Y101,AAB841,2,,L2Q00,4509632194,4509632194,C2Q00012,IN,1/7/2022,,,1009,AAB841-S50/M4A00,YAS,3U12,2007864146,10,11/26/2021,12/22/2021,12/6/2021,,Available
1.01E+15,2007864073,20,Y101,AAV141,3,,L2Q00,4509632194,4509632194,C2Q00012,IN,1/7/2022,,,1009,AAV141-S50/K4A00,YAS,3U12,2007864146,20,11/26/2021,12/22/2021,12/7/2021,,Available
1.01E+15,2007864073,30,Y101,ADV161,1,,L2Q00,4509632194,4509632194,C2Q00012,IN,2/22/2022,,,1009,ADV161-P50,YAS,3U12,2007864146,30,,2/14/2022,,,
1.01E+15,2007864073,40,Y101,ADV561,2,,L2Q00,4509632194,4509632194,C2Q00012,IN,2/22/2022,,,1009,ADV561-P50,YAS,3U12,2007864146,40,,2/14/2022,,,
1.01E+15,2007758500,30,Y101,YTA610,3,A,L2Q00,4509504245,4509504245,C2Q00012,IN,3/8/2022,12/27/2021,,1009,YTA610-JA1A2DB/KU2,YCS,5F12,2007867196,10,12/14/2021,2/28/2022,12/20/2021,12/27/2021,Ship Out
1.01E+15,2007776488,440,Y101,VP6F3100,11,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6F3100-V11,YAS,3U12,2007856870,110,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,450,Y101,VP6CKM,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6CKM-V11,YAS,3U12,2007856870,120,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,460,Y101,VP6CUPG,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6CUPG-V11-AACADHD-AAADJHH-SP3,YAS,3U12,2007856870,130,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,470,Y101,VP6H6510,4,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6H6510-V11,YAS,3U12,2007856870,140,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,480,Y101,VP6F1700,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6F1700-V11C02,YAS,3U12,2007856870,150,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,490,Y101,VP6H4600,4,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6H4600-V11,YAS,3U12,2007856870,160,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,500,Y101,VP6E5450,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6E5450-V11,YAS,3U12,2007856870,170,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,510,Y101,VP6H4450,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6H4450-V11,YAS,3U12,2007856870,180,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,520,Y101,VP6E5450,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6E5450-V11,YAS,3U12,2007856870,190,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,530,Y101,VP6H4450,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6H4450-V11,YAS,3U12,2007856870,200,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,540,Y101,VP6CKM,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6CKM-V11,YAS,3U12,2007856870,210,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,550,Y101,VP6F3100,14,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6F3100-V11,YAS,3U12,2007856870,220,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,560,Y101,VP6F1700,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6F1700-V11C02,YAS,3U12,2007856870,230,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,570,Y101,VP6H1100,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6H1100-V11N03,YAS,3U12,2007856870,240,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,580,Y101,VP6H2411,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6H2411-V11,YAS,3U12,2007856870,250,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,590,Y101,VP6P6900,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6P6900-V11N01,YAS,3U12,2007856870,260,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,600,Y101,VP6P6910,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6P6910-V11,YAS,3U12,2007856870,270,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007776488,610,Y101,VP6P6920,1,,L2Q00,4509523554,4509523554,C2Q00012,IN,12/15/2021,12/17/2021,,1009,VP6P6920-V11,YAS,3U12,2007856870,280,11/16/2021,12/6/2021,12/7/2021,12/17/2021,Ship Out
1.01E+15,2007868885,380,Y101,VI702,11,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,VI702,YAS,3U12,2007868869,380,12/7/2021,12/17/2021,12/15/2021,,Available
1.01E+15,2007868885,390,Y101,AFV30D,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AFV30D-A41162,YAS,3U12,2007868869,390,12/2/2021,12/17/2021,12/23/2021,,Available
1.01E+15,2007868885,400,Y101,EC401,4,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,EC401-51,YAS,3U12,2007868869,400,11/16/2021,12/17/2021,11/28/2021,,Available
1.01E+15,2007868885,410,Y101,ANB10D,7,,L2Q00,4509638261,4509638261,C2Q00012,IN,1/24/2022,,,1009,ANB10D-417/CU2N,YAS,3U12,2007868869,410,12/21/2021,1/14/2022,,,
1.01E+15,2007868885,420,Y101,ANB10D,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,1/24/2022,,,1009,ANB10D-417/CU2T,YAS,3U12,2007868869,420,12/21/2021,1/14/2022,,,
1.01E+15,2007868885,430,Y101,YCB301,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,YCB301-C200,YAS,3U12,2007868869,430,11/30/2021,12/17/2021,12/8/2021,,Available
1.01E+15,2007868885,440,Y101,YCB301,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,YCB301-C100,YAS,3U12,2007868869,440,11/30/2021,12/17/2021,12/8/2021,,Available
1.01E+15,2007868885,450,Y101,YCB301,12,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,YCB301-C020,YAS,3U12,2007868869,450,11/30/2021,12/17/2021,12/8/2021,,Available
1.01E+15,2007868885,460,Y101,YCB301,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,YCB301-C300,YAS,3U12,2007868869,460,11/30/2021,12/17/2021,12/8/2021,,Available
1.01E+15,2007868885,470,Y101,AVR10D,1,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AVR10D-Q22011,YAS,3U12,2007868869,470,11/17/2021,12/17/2021,12/7/2021,,Available
1.01E+15,2007868885,480,Y101,YCB148,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,2/26/2022,,,1009,YCB148,YAS,3U12,2007868869,480,,2/16/2022,,,
1.01E+15,2007868885,490,Y101,YCB149,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,2/26/2022,,,1009,YCB149,YAS,3U12,2007868869,490,,2/16/2022,,,
1.01E+15,2007868885,500,Y101,AIP830,7,,L2Q00,4509638261,4509638261,C2Q00012,IN,2/7/2022,,,1009,AIP830-101,YAS,3U12,2007868869,500,,1/25/2022,,,
1.01E+15,2007868885,510,Y101,YCB301,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,YCB301-C100,YAS,3U12,2007868869,510,11/30/2021,12/17/2021,12/8/2021,,Available
1.01E+15,2007868885,10,Y101,YCB301,4,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,YCB301-C020,YAS,3U12,2007868869,10,11/30/2021,12/17/2021,12/8/2021,,Available
1.01E+15,2007868885,20,Y101,AAB841,12,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAB841-S53/M4A00,YAS,3U12,2007868869,20,11/15/2021,12/17/2021,11/23/2021,,Available
1.01E+15,2007868885,30,Y101,AAV141,4,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAV141-S53/K4A00,YAS,3U12,2007868869,30,11/15/2021,12/17/2021,11/24/2021,,Available
1.01E+15,2007868885,40,Y101,AAT145,17,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAT145-S53,YAS,3U12,2007868869,40,12/2/2021,12/17/2021,12/14/2021,,Available
1.01E+15,2007868885,50,Y101,AAB842,14,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAB842-H53,YAS,3U12,2007868869,50,11/15/2021,12/17/2021,11/24/2021,,Available
1.01E+15,2007868885,60,Y101,ATK4A,14,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,ATK4A-00,YAS,3U12,2007868869,60,12/2/2021,12/17/2021,12/15/2021,,Available
1.01E+15,2007868885,70,Y101,AAB141,20,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAB141-H53/K4A00,YAS,3U12,2007868869,70,11/15/2021,12/17/2021,11/25/2021,,Available
1.01E+15,2007868885,80,Y101,ADV151,4,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,ADV151-P63/D5A00,YAS,3U12,2007868869,80,11/26/2021,12/17/2021,12/9/2021,,Available
1.01E+15,2007868885,90,Y101,ADV551,3,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,ADV551-P63/D5A00,YAS,3U12,2007868869,90,11/26/2021,12/17/2021,12/9/2021,,Available
1.01E+15,2007868885,100,Y101,ALR121,4,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,ALR121-S51,YAS,3U12,2007868869,100,12/2/2021,12/17/2021,12/15/2021,,Available
1.01E+15,2007868885,110,Y101,AFV30D,1,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AFV30D-A41162,YAS,3U12,2007868869,110,12/2/2021,12/17/2021,12/23/2021,,Available
1.01E+15,2007868885,120,Y101,AAB841,2,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAB841-S53/M4A00,YAS,3U12,2007868869,120,11/15/2021,12/17/2021,11/24/2021,,Available
1.01E+15,2007868885,130,Y101,AAV141,1,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAV141-S53/K4A00,YAS,3U12,2007868869,130,11/15/2021,12/17/2021,11/25/2021,,Available
1.01E+15,2007868885,140,Y101,AAT145,1,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,AAT145-S53,YAS,3U12,2007868869,140,12/2/2021,12/17/2021,12/15/2021,,Available
1.01E+15,2007868885,150,Y101,CP471,1,,L2Q00,4509638261,4509638261,C2Q00012,IN,12/27/2021,,,1009,CP471-01,YAS,3U12,2007868869,150,11/16/2021,12/17/2021,12/1/2021,,Available
