SAP Linkage No,Sales Order No,Sales Order Item No,Model,P/O  No.,"Customer's
P/O No.","End user
Country
Code",Qty,"Estimated
FOB","YHQ
Sales
Date",Remarks,MS Code,"Acknowledgment
Ex-Uenohara","Qty
Ex-Uenohara",YMG's Note
1006726029000010,2007881303,000010,F9920BN,4509653115,4509653115,IN,180,2022/01/07,,,F9920BN,,,-
1006726029000020,2007881303,000020,F9900AA,4509653115,4509653115,IN,1000,2022/02/07,,,F9900AA,2022/01/29,,4509660278-00010
1006726029000030,2007881303,000030,F9900AA,4509653115,4509653115,IN,1000,2022/02/07,,,F9900AA,2022/01/29,,4509660279-00010
1006726029000040,2007881303,000040,F9920TS,4509653115,4509653115,IN,180,2021/12/27,2021/12/15,,F9920TS,,,-
1006735508000010,2007894603,000010,F9300TE,4509663214,4509663214,IN,300,2021/12/23,2021/12/22,,F9300TE,,,-
1006735508000020,2007894603,000020,F9900AS,4509663214,4509663214,IN,200,2021/12/14,2021/12/08,,F9900AS,,,-
1006735508000030,2007894603,000030,F9900AS,4509663214,4509663214,IN,200,2021/12/15,2021/12/10,,F9900AS,,,-
1006735508000040,2007894603,000040,F9300AF,4509663214,4509663214,IN,1000,2022/01/06,2021/12/28,,F9300AF,2022/01/01,,4509692918-00010
1006735508000050,2007894603,000050,F9940WF,4509663214,4509663214,IN,1000,2021/12/22,2021/12/17,,F9940WF,,,-
1006735508000060,2007894603,000060,F9273CZ,4509663214,4509663214,IN,1000,2021/12/28,2021/12/24,,F9273CZ,,,-
1006735508000070,2007894603,000070,F9940WF,4509663214,4509663214,IN,1000,2021/12/22,2021/12/17,,F9940WF,,,-
1006735508000080,2007894603,000080,F9275EF,4509663214,4509663214,IN,50,2021/12/10,2021/12/08,,F9275EF,,,-
1006735508000090,2007894603,000090,F9275ED,4509663214,4509663214,IN,50,2021/12/21,2021/12/22,,F9275ED,,,-
1006735508000100,2007894603,000100,Y9400ET,4509663214,4509663214,IN,50,2021/12/23,2021/12/17,,Y9400ET,,,-
1006735508000110,2007894603,000110,F9342MK,4509663214,4509663214,IN,5000,2022/01/05,2021/12/28,,F9342MK,2021/12/31,,4509669822-00010
1006741487000010,2007896057,000010,F9900AS,4509670401,4509670401,IN,200,2021/12/15,2021/12/10,,F9900AS,,,-
1006741487000020,2007896057,000020,F9920TP,4509670401,4509670401,IN,180,2021/12/24,2021/12/22,,F9920TP,,,-
1006741487000030,2007896057,000030,F9920BQ,4509670401,4509670401,IN,180,2022/01/14,,,F9920BQ,,,-
1006741487000040,2007896057,000040,F9900RS,4509670401,4509670401,IN,1000,2021/12/28,2021/12/24,,F9900RS,,,-
1006741487000050,2007896057,000050,F9920TS,4509670401,4509670401,IN,180,2021/12/10,2021/12/03,,F9920TS,,,-
1006741487000060,2007896057,000060,F9920BN,4509670401,4509670401,IN,180,2022/01/14,,,F9920BN,,,-
1006741487000070,2007896057,000070,F9900BA,4509670401,4509670401,IN,4000,2021/12/28,2021/12/24,,F9900BA,2021/12/26,,4509673930-00010
1006741487000080,2007896057,000080,F9913TS,4509670401,4509670401,IN,300,2022/01/06,2021/12/22,,F9913TS,,,-
1006741487000090,2007896057,000090,F9340XX,4509670401,4509670401,IN,168,2021/12/21,2021/12/15,,F9340XX,,,-
1006741487000100,2007896057,000100,F9273CZ,4509670401,4509670401,IN,1000,2022/01/14,,,F9273CZ,,,-
1006745040000010,2007899736,000010,F9920BN,4509674779,4509674779,IN,180,2022/01/17,,,F9920BN,,,-
1006745040000020,2007899736,000020,F9920BN,4509674779,4509674779,IN,180,2022/01/17,,,F9920BN,,,-
1006745040000030,2007899736,000030,F9920TS,4509674779,4509674779,IN,180,2021/12/23,2021/12/22,,F9920TS,,,-
1006745040000040,2007899736,000040,F9920TS,4509674779,4509674779,IN,180,2021/12/23,2021/12/22,,F9920TS,,,-
1006746015000010,2007900712,000010,F9913QJ,4509675910,4509675910,IN,16,2021/12/15,2021/12/08,,F9913QJ,,,-
1006746015000020,2007900712,000020,F9900AA,4509675910,4509675910,IN,1000,2022/02/15,,,F9900AA,,,4509681937-00010
1006746015000030,2007900712,000030,F9275ZZ,4509675910,4509675910,IN,50,2021/12/21,2021/12/17,,F9275ZZ,,,-
1006749682000010,2007904304,000010,F9913QG,4509680254,4509680254,IN,320,2021/12/16,2021/12/10,,F9913QG,,,-
1006749682000020,2007904304,000020,F9913QG,4509680254,4509680254,IN,320,2021/12/16,2021/12/22,,F9913QG,,,-
1006749682000030,2007904304,000030,F9913QG,4509680254,4509680254,IN,208,2021/12/16,2021/12/22,,F9913QG,,,-
1006749682000040,2007904304,000040,D0117XL-A,4509680254,4509680254,IN,600,2022/01/06,,,D0117XL-A,2022/01/02,,4509717952-00010
1006749682000050,2007904304,000050,F9913QH,4509680254,4509680254,IN,320,2021/12/13,2021/12/08,,F9913QH,,,-
1006749682000060,2007904304,000060,F9913QH,4509680254,4509680254,IN,320,2021/12/14,2021/12/08,,F9913QH,,,-
1006749682000070,2007904304,000070,F9920LV,4509680254,4509680254,IN,240,2021/12/23,2021/12/22,,F9920LV,,,-
1006749682000080,2007904304,000080,D0114PB,4509680254,4509680254,IN,600,2022/01/06,,,D0114PB,,,-
1006749682000090,2007904304,000090,D0114RZ,4509680254,4509680254,IN,600,2021/12/21,2021/12/22,,D0114RZ,,,-
1006749682000100,2007904304,000100,F9913TA,4509680254,4509680254,IN,300,2022/01/18,,,F9913TA,,,-
1006749682000110,2007904304,000110,F9341JS,4509680254,4509680254,IN,1000,2021/12/21,2021/12/17,,F9341JS,,,-
1006749682000120,2007904304,000120,F9900AU,4509680254,4509680254,IN,300,2021/12/23,2021/12/22,,F9900AU,,,-
1006749682000130,2007904304,000130,F9342NJ,4509680254,4509680254,IN,600,2022/01/11,2021/12/24,,F9342NJ,,,-
1006749682000140,2007904304,000140,F9340XX,4509680254,4509680254,IN,168,2021/12/28,2021/12/24,,F9340XX,,,-
1006749682000150,2007904304,000150,F9900GZ,4509680254,4509680254,IN,28000,2022/01/18,,,F9900GZ,2022/01/02,,4509681972-00010
1006749682000160,2007904304,000160,F9273CZ,4509680254,4509680254,IN,1000,2022/01/18,,,F9273CZ,,,-
1006752526000010,2007907318,000010,F9920TP,4509684068,4509684068,IN,180,2021/12/29,2021/12/22,,F9920TP,,,-
1006752526000020,2007907318,000020,F9920BQ,4509684068,4509684068,IN,180,2022/01/19,,,F9920BQ,,,-
1006763207000010,2007916322,000010,F9270BK,4509695911,4509695911,IN,2000,2022/01/05,2021/12/28,,F9270BK,2021/12/31,,4509699203-00010
1006763207000020,2007916322,000020,F9920LV,4509695911,4509695911,IN,240,2021/12/28,2021/12/24,,F9920LV,,,-
1006763207000030,2007916322,000030,F9920BQ,4509695911,4509695911,IN,180,2022/01/24,,,F9920BQ,,,-
1006763207000040,2007916322,000040,F9340SB,4509695911,4509695911,IN,700,2022/01/06,2021/12/28,,F9340SB,,,-
1006763207000050,2007916322,000050,F9341JA,4509695911,4509695911,IN,3000,2022/01/12,,,F9341JA,,,-
1006763207000060,2007916322,000060,D0114RZ,4509695911,4509695911,IN,600,2022/01/28,,,D0114RZ,,,-
1006766288000010,2007929546,000010,F9145YN,4509714108,4509714108,IN,10,2022/01/07,,,F9145YN,2022/01/08,,4509753213-00010
1006766538000010,2007920340,000010,F9300AF,4509700153,4509700153,IN,1000,2022/01/06,2021/12/28,,F9300AF,2022/01/01,,4509709516-00010
1006766538000020,2007920340,000020,F9300AF,4509700153,4509700153,IN,1000,2022/01/06,2021/12/28,,F9300AF,2022/01/01,,4509709517-00010
1006766538000030,2007920340,000030,F9900AC,4509700153,4509700153,IN,1200,2022/01/18,,,F9900AC,,,-
1006766538000040,2007920340,000040,F9341JS,4509700153,4509700153,IN,1000,2022/01/06,2021/12/28,,F9341JS,,,-
1006766538000050,2007920340,000050,F9341JQ,4509700153,4509700153,IN,1000,2022/01/12,,,F9341JQ,,,-
1006766538000060,2007920340,000060,F9341JQ,4509700153,4509700153,IN,1000,2022/01/12,,,F9341JQ,,,-
1006766538000070,2007920340,000070,F9900GE,4509700153,4509700153,IN,1000,2022/01/07,2021/12/28,,F9900GE,,,-
1006766538000080,2007920340,000080,F9900RE,4509700153,4509700153,IN,1000,2021/12/22,2021/12/22,,F9900RE,,,-
1006766538000090,2007920340,000090,F9300TE,4509700153,4509700153,IN,300,2022/01/07,,,F9300TE,,,-
1006766538000100,2007920340,000100,F9900RS,4509700153,4509700153,IN,1000,2022/01/07,,,F9900RS,,,-
1006766538000110,2007920340,000110,F9900GH,4509700153,4509700153,IN,3000,2022/01/05,2021/12/28,,F9900GH,2022/01/01,,4509709518-00010
1006766538000120,2007920340,000120,F9341JD,4509700153,4509700153,IN,2000,2022/01/25,,,F9341JD,,,-
1006766538000130,2007920340,000130,F9342NJ,4509700153,4509700153,IN,600,2022/01/05,2021/12/24,,F9342NJ,,,-
1006766538000140,2007920340,000140,F9900SF,4509700153,4509700153,IN,210,2022/01/11,,,F9900SF,,,-
1006766538000150,2007920340,000150,F9913QH,4509700153,4509700153,IN,320,2021/12/24,2021/12/22,,F9913QH,,,-
1006766538000160,2007920340,000160,F9900BC,4509700153,4509700153,IN,1200,2021/12/22,2021/12/15,,F9900BC,,,-
1006766538000170,2007920340,000170,F9341JE,4509700153,4509700153,IN,5000,2022/01/25,,,F9341JE,,,4509709519-00010
1006766538000180,2007920340,000180,F9900RG,4509700153,4509700153,IN,6000,2022/01/05,2021/12/22,,F9900RG,,,-
1006766538000200,2007920340,000200,F9900RE,4509700153,4509700153,IN,1000,2021/12/24,2021/12/22,,F9900RE,,,-
1006766538000210,2007920340,000210,D0114PB,4509700153,4509700153,IN,600,2022/01/14,,,D0114PB,,,-
1006766538000220,2007920340,000220,D0114PB,4509700153,4509700153,IN,600,2022/01/11,,,D0114PB,,,-
1006766538000230,2007920340,000230,F9342NJ,4509700153,4509700153,IN,600,2022/01/05,2021/12/24,,F9342NJ,,,-
1006766538000240,2007920340,000240,F9342NJ,4509700153,4509700153,IN,600,2022/01/05,2021/12/24,,F9342NJ,,,-
1006766538000250,2007920340,000250,F9910LS,4509700153,4509700153,IN,1120,2022/02/24,,,F9910LS,,,-
1006766538000260,2007920340,000260,F9920LV,4509700153,4509700153,IN,240,2021/12/28,2021/12/24,,F9920LV,,,-
1006766538000270,2007920340,000270,F9920LV,4509700153,4509700153,IN,240,2021/12/28,2021/12/24,,F9920LV,,,-
1006766538000280,2007920340,000280,F9900RS,4509700153,4509700153,IN,1000,2022/01/11,,,F9900RS,,,-
1006766538000290,2007920340,000290,F9900GC,4509700153,4509700153,IN,12000,2022/01/07,,,F9900GC,2022/01/03,,4509721695-00010
1006774299000080,2007926322,000080,F9341JX,4509710130,4509710130,IN,10,2022/01/20,,,F9341JX,,,-
1006774299000090,2007926322,000090,F9921AE,4509710130,4509710130,IN,36,2022/01/21,,,F9921AE,,,-
1006774299000100,2007926322,000100,F9921AE,4509710130,4509710130,IN,36,2022/01/21,,,F9921AE,,,-
1006774367000010,2007926391,000010,F9300TE,4509710057,4509710057,IN,1000,2022/02/08,,,F9300TE,,,-
1006774367000020,2007926391,000020,F9900TE,4509710057,4509710057,IN,84,2021/12/24,2021/12/24,,F9900TE,,,-
1006774367000030,2007926391,000030,F9340XX,4509710057,4509710057,IN,280,2022/01/05,2021/12/24,,F9340XX,,,-
1006774367000040,2007926391,000040,F9900SF,4509710057,4509710057,IN,840,2022/01/27,,,F9900SF,,,-
1006774367000050,2007926391,000050,F9273CZ,4509710057,4509710057,IN,2000,2022/01/14,,,F9273CZ,,,-
1006774367000060,2007926391,000060,D0117XL-A,4509710057,4509710057,IN,600,2022/01/12,,,D0117XL-A,2022/01/06,,4509717953-00010
1006775451000010,2007927634,000010,F9920LV,4509711692,4509711692,IN,240,2022/01/05,2021/12/24,,F9920LV,,,-
1006775451000020,2007927634,000020,F9275EF,4509711692,4509711692,IN,50,2021/12/23,2021/12/22,,F9275EF,,,-
1006775451000030,2007927634,000030,F9275ED,4509711692,4509711692,IN,50,2022/01/11,2021/12/22,,F9275ED,,,-
1006775451000040,2007927634,000040,F9275EG,4509711692,4509711692,IN,50,2021/12/23,2021/12/22,,F9275EG,,,-
1006775451000050,2007927634,000050,Y9400ET,4509711692,4509711692,IN,200,2021/12/21,2021/12/17,,Y9400ET,,,-
1006775451000060,2007927634,000060,F9300AF,4509711692,4509711692,IN,1000,2022/01/06,2021/12/28,,F9300AF,2022/01/01,,4509717732-00010
1006775451000070,2007927634,000070,F9920TS,4509711692,4509711692,IN,180,2021/12/29,2021/12/24,,F9920TS,,,-
1006775451000080,2007927634,000080,F9920BQ,4509711692,4509711692,IN,180,2022/01/27,,,F9920BQ,,,-
1006775451000090,2007927634,000090,F9920BN,4509711692,4509711692,IN,180,2022/01/27,,,F9920BN,,,-
1006775451000100,2007927634,000100,F9341JQ,4509711692,4509711692,IN,1000,2022/01/27,,,F9341JQ,,,-
1006775451000110,2007927634,000110,F9920TP,4509711692,4509711692,IN,180,2022/01/13,,,F9920TP,,,-
1006777888000010,2007929547,000010,F9900SK,4509714109,4509714109,IN,2400,2022/01/05,2021/12/28,,F9900SK,2022/01/01,,4509717738-00010
1006777888000020,2007929547,000020,F9900GE,4509714109,4509714109,IN,1000,2022/01/11,,,F9900GE,,,-
1006786796000010,2007935851,000010,F9900RF,4509722075,4509722075,IN,1000,2022/02/01,,,F9900RF,,,-
1006786796000020,2007935851,000020,F9341JW,4509722075,4509722075,IN,2000,2022/01/25,,,F9341JW,,,4509729098-00010
1006786796000030,2007935851,000030,F9340SD,4509722075,4509722075,IN,50,2022/01/25,,,F9340SD,,,-
1006786796000040,2007935851,000040,F9270HE,4509722075,4509722075,IN,50,2022/02/16,,,F9270HE,,,-
1006786796000050,2007935851,000050,F9341JZ,4509722075,4509722075,IN,1000,2022/03/17,,,F9341JZ,,,-
1006786796000060,2007935851,000060,F9913QJ,4509722075,4509722075,IN,16,2022/01/05,2021/12/22,,F9913QJ,,,-
1006786796000070,2007935851,000070,F9920TP,4509722075,4509722075,IN,180,2022/01/18,,,F9920TP,,,-
1006786796000080,2007935851,000080,F9921TG,4509722075,4509722075,IN,90,2022/01/25,,,F9921TG,,,-
1006787454000010,2007936678,000010,F9270BJ,4509722756,4509722756,IN,1000,2021/12/24,2021/12/22,,F9270BJ,,,-
1006787454000020,2007936678,000020,G9330DB,4509722756,4509722756,IN,10000,2022/02/01,,,G9330DB,,,4509729099-00010
1006787454000030,2007936678,000030,G9303NC,4509722756,4509722756,IN,1000,2022/01/07,,,G9303NC,,,-
1006787454000040,2007936678,000040,D0114RB,4509722756,4509722756,IN,1000,2022/01/06,,,D0114RB,,,-
1006787454000050,2007936678,000050,F9270BK,4509722756,4509722756,IN,2000,2022/02/01,,,F9270BK,,,4509733757-00010
1006798246000010,2007947760,000010,F9145YN,4509740138,4509740138,IN,5,2022/01/28,,,F9145YN,2022/01/08,,4509753159-00010
1006800888000010,2007949315,000010,F9920TP,4509742157,4509742157,IN,180,2022/01/24,,,F9920TP,,,-
1006800888000020,2007949315,000020,F9920TP,4509742157,4509742157,IN,180,2022/01/24,,,F9920TP,,,-
1006800888000030,2007949315,000030,F9920TP,4509742157,4509742157,IN,180,2022/01/24,,,F9920TP,,,-
1006800888000040,2007949315,000040,F9920TP,4509742157,4509742157,IN,180,2022/01/24,,,F9920TP,,,-
1006800888000050,2007949315,000050,F9300AF,4509742157,4509742157,IN,1000,2022/01/24,,,F9300AF,2022/01/17,,4509746633-00010
1006800888000060,2007949315,000060,F9300AF,4509742157,4509742157,IN,1000,2022/01/24,,,F9300AF,2022/01/17,,4509746634-00010
1006800888000070,2007949315,000070,F9300AF,4509742157,4509742157,IN,1000,2022/01/24,,,F9300AF,2022/01/17,,4509746636-00010
1006800888000080,2007949315,000080,F9300AF,4509742157,4509742157,IN,1000,2022/01/24,,,F9300AF,2022/01/17,,4509746638-00010
1006800888000090,2007949315,000090,F9920VS,4509742157,4509742157,IN,90,2022/01/31,,,F9920VS,,,-
1006800888000100,2007949315,000100,F9920LV,4509742157,4509742157,IN,240,2022/01/31,,,F9920LV,,,-
1006800888000110,2007949315,000110,F9920LV,4509742157,4509742157,IN,240,2022/01/31,,,F9920LV,,,-
1006800888000120,2007949315,000120,F9920LV,4509742157,4509742157,IN,240,2022/01/31,,,F9920LV,,,-
1006800888000130,2007949315,000130,F9920BQ,4509742157,4509742157,IN,180,2022/02/07,,,F9920BQ,,,-
1006800888000140,2007949315,000140,F9920BQ,4509742157,4509742157,IN,180,2022/02/07,,,F9920BQ,,,-
1006800888000150,2007949315,000150,F9920BQ,4509742157,4509742157,IN,180,2022/02/07,,,F9920BQ,,,-
1006800888000160,2007949315,000160,F9920BQ,4509742157,4509742157,IN,180,2022/02/07,,,F9920BQ,,,-
1006800888000170,2007949315,000170,F9920TS,4509742157,4509742157,IN,180,2022/01/31,,,F9920TS,,,-
1006800888000180,2007949315,000180,F9920TS,4509742157,4509742157,IN,180,2022/01/31,,,F9920TS,,,-
1006800888000190,2007949315,000190,F9920TS,4509742157,4509742157,IN,180,2022/01/31,,,F9920TS,,,-
1006800888000200,2007949315,000200,F9920BN,4509742157,4509742157,IN,180,2022/02/07,,,F9920BN,,,-
1006800888000210,2007949315,000210,F9920BN,4509742157,4509742157,IN,180,2022/02/07,,,F9920BN,,,-
1006800888000220,2007949315,000220,F9920BN,4509742157,4509742157,IN,180,2022/02/07,,,F9920BN,,,-
1006800888000230,2007949315,000230,F9340SB,4509742157,4509742157,IN,700,2022/02/07,,,F9340SB,,,-
1006800888000240,2007949315,000240,F9910LS,4509742157,4509742157,IN,1120,2022/03/09,,,F9910LS,,,-
1006800888000250,2007949315,000250,F9342NJ,4509742157,4509742157,IN,600,2022/01/31,,,F9342NJ,,,-
1006800888000260,2007949315,000260,F9900AS,4509742157,4509742157,IN,200,2022/01/24,,,F9900AS,,,-
1006804425000010,2007953118,000010,F9900SF,4509747023,4509747023,IN,210,2022/02/08,,,F9900SF,,,-
1006804425000020,2007953118,000020,D0114RZ,4509747023,4509747023,IN,600,2022/01/07,,,D0114RZ,,,-
1006804425000030,2007953118,000030,D0114PB,4509747023,4509747023,IN,600,2022/01/25,,,D0114PB,,,-
1006804425000040,2007953118,000040,D0114RZ,4509747023,4509747023,IN,600,2022/01/18,,,D0114RZ,,,-
1006804425000050,2007953118,000050,F9900AU,4509747023,4509747023,IN,300,2022/02/01,,,F9900AU,,,-
1006804425000060,2007953118,000060,F9340WX,4509747023,4509747023,IN,10,2022/02/16,,,F9340WX,,,-
1006804425000070,2007953118,000070,F9340SB,4509747023,4509747023,IN,700,2022/02/08,,,F9340SB,,,-
1006804425000080,2007953118,000080,F9341JQ,4509747023,4509747023,IN,1000,2022/02/08,,,F9341JQ,,,-
1006804425000090,2007953118,000090,F9341JS,4509747023,4509747023,IN,1000,2022/02/01,,,F9341JS,,,-
1006804425000100,2007953118,000100,F9900RG,4509747023,4509747023,IN,6000,2022/01/20,,,F9900RG,,,-
1006804425000110,2007953118,000110,F9900AU,4509747023,4509747023,IN,300,2022/02/01,,,F9900AU,,,-
1006804425000130,2007953118,000120,G9303NC,4509747023,4509747023,IN,1000,2022/02/08,,,G9303NC,,,-
1006804425000140,2007953118,000130,F9913QJ,4509747023,4509747023,IN,16,2022/01/13,,,F9913QJ,,,-
1006804425000150,2007953118,000140,F9900TD,4509747023,4509747023,IN,21,2022/01/12,,,F9900TD,,,-
1006804425000160,2007953118,000150,C2001EC-11,4509747023,4509747023,IN,2,2022/02/01,,,C2001EC-11,,,-
1006804425000170,2007953118,000160,F9299ZZ,4509747023,4509747023,IN,5,2022/04/12,,,F9299ZZ,,,-
1006804425000180,2007953118,000170,F9920LU,4509747023,4509747023,IN,60,2022/02/09,,,F9920LU,,,-
1006812837000010,2007961021,000010,F9900RS,4509756748,4509756748,IN,1000,2022/02/10,,,F9900RS,,,-
1006812837000020,2007961021,000020,F9900RP,4509756748,4509756748,IN,6000,2022/01/27,,,F9900RP,,,4509764685-00010
1006812837000030,2007961021,000030,F9341JP,4509756748,4509756748,IN,5000,2022/01/13,,,F9341JP,,,4509761584-00010
1006812837000040,2007961021,000040,F9350ER,4509756748,4509756748,IN,30,2022/02/28,,,F9350ER,,,-
1006812837000050,2007961021,000050,F9350EW,4509756748,4509756748,IN,30,2022/02/03,,,F9350EW,,,-
1006812837000060,2007961021,000060,F9350KZ,4509756748,4509756748,IN,30,2022/02/10,,,F9350KZ,,,-
1006812837000070,2007961021,000070,F9350RS,4509756748,4509756748,IN,30,2022/02/28,,,F9350RS,,,-
1006815073000010,2007963432,000010,F9341JZ,4509759925,4509759925,IN,1000,2022/03/30,,,F9341JZ,,,-
1006815073000020,2007963432,000020,F9920BN,4509759925,4509759925,IN,180,2022/02/14,,,F9920BN,,,-
1006815073000030,2007963432,000030,F9920BN,4509759925,4509759925,IN,180,2022/02/14,,,F9920BN,,,-
1006815073000040,2007963432,000040,F9920BN,4509759925,4509759925,IN,180,2022/02/14,,,F9920BN,,,-
1006815073000050,2007963432,000050,F9920BN,4509759925,4509759925,IN,180,2022/02/14,,,F9920BN,,,-
1006821958000010,2007969928,000010,F9913QG,4509768799,4509768799,IN,928,2022/01/20,,,F9913QG,,,-
1006821958000020,2007969928,000020,F9913QH,4509768799,4509768799,IN,320,2022/02/07,,,F9913QH,,,-
1006821958000050,2007969928,000050,F9900TB,4509768799,4509768799,IN,2520,2022/02/04,,,F9900TB,,,-
1006821958000060,2007969928,000060,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000070,2007969928,000070,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000080,2007969928,000080,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000090,2007969928,000090,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000100,2007969928,000100,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000110,2007969928,000110,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000120,2007969928,000120,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000130,2007969928,000130,F9913TS,4509768799,4509768799,IN,180,2022/02/17,,,F9913TS,,,-
1006821958000140,2007969928,000140,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000150,2007969928,000150,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000160,2007969928,000160,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000170,2007969928,000170,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000180,2007969928,000180,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000190,2007969928,000190,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000200,2007969928,000200,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006821958000210,2007969928,000210,F9913TA,4509768799,4509768799,IN,180,2022/02/25,,,F9913TA,,,-
1006822742000010,2007970877,000010,F9913VA,4509769882,4509769882,IN,60,2022/02/08,,,F9913VA,,,-
1006822742000020,2007970877,000020,F9913VS,4509769882,4509769882,IN,60,2022/02/08,,,F9913VS,,,-
1006822742000030,2007970877,000030,F9913RU,4509769882,4509769882,IN,16,2022/02/08,,,F9913RU,,,-
1006822742000040,2007970877,000040,F9341JS,4509769882,4509769882,IN,1000,2022/02/08,,,F9341JS,,,-
1006822742000050,2007970877,000050,A1462CC,4509769882,4509769882,IN,10800,2022/05/17,,,A1462CC,,,4509776244-00010
1006822742000060,2007970877,000060,F9913QJ,4509769882,4509769882,IN,16,2022/01/20,,,F9913QJ,,,-
1006822742000070,2007970877,000070,F9340SB,4509769882,4509769882,IN,700,2022/02/16,,,F9340SB,,,-
1006822742000080,2007970877,000080,F9920LV,4509769882,4509769882,IN,240,2022/02/08,,,F9920LV,,,-
1006822742000090,2007970877,000090,F9900RE,4509769882,4509769882,IN,1000,2022/02/16,,,F9900RE,,,-
1006822742000100,2007970877,000100,F9270BJ,4509769882,4509769882,IN,1000,2022/02/01,,,F9270BJ,,,-
1006822742000110,2007970877,000110,F9913TA,4509769882,4509769882,IN,180,2022/02/16,,,F9913TA,,,-
1006822742000120,2007970877,000120,F9913TA,4509769882,4509769882,IN,180,2022/02/16,,,F9913TA,,,-
1006822742000130,2007970877,000130,F9920LV,4509769882,4509769882,IN,240,2022/02/08,,,F9920LV,,,-
1006825928000010,2007973842,000010,F9900RF,4509774297,4509774297,IN,1000,2022/02/17,,,F9900RF,,,-
1006825928000020,2007973842,000020,F9900RF,4509774297,4509774297,IN,1000,2022/02/17,,,F9900RF,,,-
1006825928000030,2007973842,000030,F9900RS,4509774297,4509774297,IN,1000,2022/02/17,,,F9900RS,,,-
1006825928000040,2007973842,000040,F9900RE,4509774297,4509774297,IN,1000,2022/02/17,,,F9900RE,,,-
1006825928000050,2007973842,000050,F9920BN,4509774297,4509774297,IN,180,2022/02/17,,,F9920BN,,,-
1006829629000010,2007975997,000010,F9920TP,4509778093,4509778093,IN,180,2022/02/04,,,F9920TP,,,-
1006829629000020,2007975997,000020,F9910LS,4509778093,4509778093,IN,1120,2022/03/23,,,F9910LS,,,-
1006829629000030,2007975997,000030,F9920BQ,4509778093,4509778093,IN,180,2022/02/21,,,F9920BQ,,,-
1006829629000040,2007975997,000040,F9920BQ,4509778093,4509778093,IN,180,2022/02/21,,,F9920BQ,,,-
1006829629000050,2007975997,000050,F9920TP,4509778093,4509778093,IN,180,2022/02/04,,,F9920TP,,,-
1006829629000060,2007975997,000060,F9900SF,4509778093,4509778093,IN,210,2022/02/21,,,F9900SF,,,-
1006830651000010,2007976640,000010,F9900AC,4509778664,4509778664,IN,1200,2022/02/14,,,F9900AC,,,-
1006830651000020,2007976640,000020,F9900BC,4509778664,4509778664,IN,1200,2022/01/24,,,F9900BC,,,-
1006830651000030,2007976640,000030,F9920LV,4509778664,4509778664,IN,240,2022/02/14,,,F9920LV,,,-
1006830651000040,2007976640,000040,F9342NJ,4509778664,4509778664,IN,600,2022/02/14,,,F9342NJ,,,-
1006830651000050,2007976640,000050,F9913RW,4509778664,4509778664,IN,16,2022/02/14,,,F9913RW,,,-
1006830651000060,2007976640,000060,F9900GE,4509778664,4509778664,IN,1000,2022/02/14,,,F9900GE,,,-
1006830651000070,2007976640,000070,F9900AU,4509778664,4509778664,IN,300,2022/02/14,,,F9900AU,,,-
4509480310000030,2007738075,000030,A1116JW,4509480310,4509480310,IN,3000,2022/01/12,2021/12/28,,A1116JW,2021/12/31,,4509481613-00010
