SAP Linkage No,yhq Sales Order No,yhq Sales Order Item No,Item Entry Date,Order Type,Model,Qty,QIC Delivery Style,"Contractor
Corporate
ID",P/O  No.,"Customer's
P/O No.","Delivery
Customer
Id","End user
Country
Code","Estimated
FOB","yhq
Sales
Date
(On or about
Ship date)",Remarks,Ship Point,MS Code,Production Center,"Ship Point 
(ship from 
factory)",Order No,Item No,"Start
Manufacturing
Date","Instructed
Complete
Date","Complete
Date",Actual Date,"Current
Status"
1.00778E+15,2008766846,10,31-12-2022,Y101,ZR802G,1,A,L2Q00,4510727668,4510727668,C2Q00012,IN,19-05-2023,,,1009,ZR802G-T-H-N-N,YCS,5F12,2008766937,10,12-04-2023,10-05-2023,,,
1.00778E+15,2008766846,20,31-12-2022,Y101,ZR22G,1,A,L2Q00,4510727668,4510727668,C2Q00012,IN,11-05-2023,12-04-2023,,1022,ZR22G-015-S-A-E-T-T-E-A/CV,YMG,5826,2008766920,10,28-03-2023,10-04-2023,06-04-2023,06-04-2023,Ship Out
1.00778E+15,2008765540,980,03-01-2023,Y101,F9221AA,29,,L2Q00,4510726529,4510726529,C2Q00012,IN,30-01-2023,03-02-2023,,1009,F9221AA,YAS,3U12,2008767412,10,04-01-2023,17-01-2023,10-01-2023,03-02-2023,Ship Out
1.00779E+15,2008765540,990,03-01-2023,Y101,F9221AA,28,,L2Q00,4510726529,4510726529,C2Q00012,IN,30-01-2023,03-02-2023,,1009,F9221AA,YAS,3U12,2008767412,20,04-01-2023,17-01-2023,10-01-2023,03-02-2023,Ship Out
1.0078E+15,2008713630,420,09-01-2023,Y101,KS1,28,,L2Q00,4510664462,4510664462,C2Q00012,IN,23-05-2023,,,1009,KS1-10*B,YAS,3U12,2008713704,410,13-04-2023,12-05-2023,,,
1.0078E+15,2008713630,430,09-01-2023,Y101,AKB337,20,,L2Q00,4510664462,4510664462,C2Q00012,IN,10-02-2023,03-02-2023,,1009,AKB337-M015,YAS,3U12,2008713704,420,10-01-2023,31-01-2023,26-01-2023,03-02-2023,Ship Out
1.0078E+15,2008713630,440,09-01-2023,Y101,AKB337,6,,L2Q00,4510664462,4510664462,C2Q00012,IN,10-02-2023,03-02-2023,,1009,AKB337-M020,YAS,3U12,2008713704,430,10-01-2023,31-01-2023,25-01-2023,03-02-2023,Ship Out
1.0078E+15,2008753901,420,09-01-2023,Y101,A2CPH,3,,L2Q00,4510712236,4510712236,C2Q00012,IN,04-04-2023,28-03-2023,,1009,A2CPH-V111/AFV31B,YAS,3U12,2008753920,420,01-03-2023,27-03-2023,21-03-2023,28-03-2023,Ship Out
1.0078E+15,2008753901,430,09-01-2023,Y101,A2CPH,3,,L2Q00,4510712236,4510712236,C2Q00012,IN,09-04-2023,10-04-2023,,1009,A2CPH-V111/ANB10B,YAS,3U12,2008753920,430,13-03-2023,30-03-2023,24-03-2023,10-04-2023,Ship Out
1.0078E+15,2008753901,440,09-01-2023,Y101,A2CPH,14,,L2Q00,4510712236,4510712236,C2Q00012,IN,09-04-2023,11-04-2023,,1009,A2CPH-V111/ANB1AB,YAS,3U12,2008753920,440,13-03-2023,30-03-2023,25-03-2023,11-04-2023,Ship Out
1.0078E+15,2008753901,450,09-01-2023,Y101,VP6SECO,1,,L2Q00,4510712236,4510712236,C2Q00012,IN,19-05-2023,,,1009,VP6SECO-V11,YAS,3U12,2008753920,450,27-03-2023,09-05-2023,,,
1.0078E+15,2008753901,460,09-01-2023,Y101,VP6SECO,4,,L2Q00,4510712236,4510712236,C2Q00012,IN,19-05-2023,,,1009,VP6SECO-V21,YAS,3U12,2008753920,460,27-03-2023,09-05-2023,,,
1.0078E+15,2008753901,470,09-01-2023,Y101,VP6SECO,3,,L2Q00,4510712236,4510712236,C2Q00012,IN,19-05-2023,,,1009,VP6SECO-V51,YAS,3U12,2008753920,470,27-03-2023,09-05-2023,,,
1.0078E+15,2008753901,480,09-01-2023,Y101,VP6SECO,1,,L2Q00,4510712236,4510712236,C2Q00012,IN,19-05-2023,,,1009,VP6SECO-V81,YAS,3U12,2008753920,480,27-03-2023,09-05-2023,,,
1.0078E+15,2008775304,10,10-01-2023,Y101,NFDV551,1,A,L2Q00,4510738687,4510738687,C2Q00012,IN,07-02-2023,03-02-2023,,1009,NFDV551-P60,YAS,3U12,2008775345,10,11-01-2023,30-01-2023,27-01-2023,03-02-2023,Ship Out
1.0078E+15,2008475847,2150,11-01-2023,Y101,SS2CPMLM,1,,L2Q00,4510371698,4510371698,C2Q00012,IN,06-02-2023,21-02-2023,,1009,SS2CPMLM-V1107-S1136,YAS,3U12,2008475930,2050,18-01-2023,27-01-2023,06-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,280,11-01-2023,Y101,VP6CKM,1,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6CKM-V11,YAS,3U12,2008739294,260,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,290,11-01-2023,Y101,VP6H4600,4,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6H4600-V11,YAS,3U12,2008739294,270,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,300,11-01-2023,Y101,VP6F3100,12,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6F3100-V11,YAS,3U12,2008739294,280,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,310,11-01-2023,Y101,VP6H6510,2,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6H6510-V11,YAS,3U12,2008739294,290,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,320,11-01-2023,Y101,VP6F1700,2,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6F1700-V11C01,YAS,3U12,2008739294,300,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,330,11-01-2023,Y101,VP6F1700,1,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6F1700-V11C02,YAS,3U12,2008739294,310,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008739116,340,11-01-2023,Y101,VP6CUPG,1,,L2Q00,4510695597,4510695597,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6CUPG-V11-AADEGCH-AAAGFJF-SP2,YAS,3U12,2008739294,320,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008544841,290,11-01-2023,Y101,VP6CPJT,1,,L2Q00,4510458500,4510458500,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6CPJT-E11N13,YAS,3U12,2008544825,270,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008544841,300,11-01-2023,Y101,VP6CKM,1,,L2Q00,4510458500,4510458500,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6CKM-V11,YAS,3U12,2008544825,280,12-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008544841,310,11-01-2023,Y101,VP6CMVP,1,,L2Q00,4510458500,4510458500,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6CMVP-V11/Z,YAS,3U12,2008544825,290,13-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.0078E+15,2008544841,320,11-01-2023,Y101,VP6CVUP,1,,L2Q00,4510458500,4510458500,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6CVUP/Z,YAS,3U12,2008544825,300,13-01-2023,19-01-2023,03-02-2023,21-02-2023,Ship Out
1.00781E+15,2008756309,20,12-01-2023,Y101,IR400,1,A,L2Q00,4510715017,4510715017,C2Q00012,IN,24-05-2023,,,1022,IR400-LNFNFNQNFNNN-4TC/C,YMG,5826,2008782437,10,16-01-2023,16-05-2023,,,
1.00781E+15,2008781105,10,12-01-2023,Y101,S2MMM843,12,,L2Q00,4510746887,4510746887,C2Q00012,IN,08-05-2023,,,1009,S2MMM843-SS1030,YAS,3U12,2008781112,10,31-03-2023,27-04-2023,,,
1.00781E+15,2008781105,20,12-01-2023,Y101,S2BN1D,6,,L2Q00,4510746887,4510746887,C2Q00012,IN,10-03-2023,28-02-2023,,1009,S2BN1D-11030/T,YAS,3U12,2008781112,20,31-01-2023,28-02-2023,19-02-2023,28-02-2023,Ship Out
1.00781E+15,2008748275,270,12-01-2023,Y101,GP1SY,4,,L2Q00,4510706191,4510706191,C2Q00012,IN,27-02-2023,17-02-2023,,1009,GP1SY-01AA210W1019E,,,,,,20-02-2023,,17-02-2023,
1.00781E+15,2008781379,20,12-01-2023,Y101,VP6F3100,1,,L2Q00,4510747169,4510747169,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6F3100-V11,YAS,3U12,2008781415,10,12-01-2023,19-01-2023,02-02-2023,21-02-2023,Ship Out
1.00781E+15,2008757616,290,12-01-2023,Y101,GPCMGT,1,,L2Q00,4510716793,4510716793,C2Q00012,IN,27-03-2023,24-03-2023,,1092,GPCMGT,,,,,,27-03-2023,,24-03-2023,
1.00781E+15,2008764495,270,12-01-2023,Y101,VI702,1,,L2Q00,4510725427,4510725427,C2Q00012,IN,30-05-2023,,,1009,VI702,YAS,3U12,2008766526,230,,22-05-2023,,,
1.00781E+15,2008789430,10,17-01-2023,Y101,CS2CLC,1,,L2Q00,4510757601,4510757601,C2Q00012,IN,01-02-2023,02-02-2023,,1022,CS2CLC-L11/PCD01,YMG,5881,2008789478,10,17-01-2023,24-01-2023,23-01-2023,25-01-2023,Ship Out
1.00781E+15,2008789419,10,17-01-2023,Y101,CS2CLC,1,,L2Q00,4510757600,4510757600,C2Q00012,IN,01-02-2023,02-02-2023,,1022,CS2CLC-L11/PCD01,YMG,5881,2008789477,10,17-01-2023,24-01-2023,23-01-2023,25-01-2023,Ship Out
1.00781E+15,2008748324,140,12-01-2023,Y101,ADV551,2,,L2Q00,4510706270,4510706270,C2Q00012,IN,18-02-2023,14-02-2023,,1009,ADV551-P63/D5A00,YAS,3U12,2008748353,140,30-01-2023,08-02-2023,07-02-2023,14-02-2023,Ship Out
1.00781E+15,2008719976,60,12-01-2023,Y101,VP6E5490,1,,L2Q00,4510672552,4510672552,C2Q00012,IN,03-02-2023,21-02-2023,,1009,VP6E5490-V11N01,YAS,3U12,2008720017,60,12-01-2023,19-01-2023,02-02-2023,21-02-2023,Ship Out
1.00781E+15,2008782458,10,12-01-2023,Y101,IR400,1,A,L2Q00,4510748600,4510748600,C2Q00012,IN,24-05-2023,,,1022,IR400-L2FNENQNEN3N-4TC/C,YMG,5826,2008782438,10,16-01-2023,16-05-2023,,,
1.00781E+15,2008612779,70,13-01-2023,Y101,RS4CMVP,1,,L2Q00,4510538246,4510538246,C2Q00012,IN,10-03-2023,14-03-2023,,1009,RS4CMVP-V11/Z,YAS,3U12,2008612784,70,19-01-2023,28-02-2023,03-03-2023,14-03-2023,Ship Out
1.00781E+15,2008784000,10,13-01-2023,Y101,ANT502,1,,L2Q00,4510750688,4510750688,C2Q00012,IN,10-04-2023,11-04-2023,,1009,ANT502-5F,YAS,3U12,2008784021,10,14-03-2023,31-03-2023,27-03-2023,11-04-2023,Ship Out
1.00781E+15,2008784000,20,13-01-2023,Y101,A2EE3A,1,,L2Q00,4510750688,4510750688,C2Q00012,IN,24-03-2023,21-03-2023,,1009,A2EE3A-NN,YAS,3U12,2008784021,20,17-02-2023,14-03-2023,02-03-2023,21-03-2023,Ship Out
1.00781E+15,2008784000,30,13-01-2023,Y101,ALE111,4,,L2Q00,4510750688,4510750688,C2Q00012,IN,10-04-2023,11-04-2023,,1009,ALE111-S53,YAS,3U12,2008784021,30,09-03-2023,31-03-2023,23-03-2023,11-04-2023,Ship Out
1.00781E+15,2008784000,40,13-01-2023,Y101,ADCV01,14,,L2Q00,4510750688,4510750688,C2Q00012,IN,24-03-2023,21-03-2023,,1009,ADCV01,YAS,3U12,2008784021,40,28-02-2023,14-03-2023,14-03-2023,21-03-2023,Ship Out
1.00782E+15,2008720742,970,18-01-2023,Y101,S2CP471,3,,L2Q00,4510673181,4510673181,C2Q00012,IN,10-10-2023,,,1009,S2CP471-01/Z,YAS,3U12,2008720752,970,,02-10-2023,,,
1.00782E+15,2008741283,20,16-01-2023,Y101,PCAS,1,,L2Q00,4510697932,4510697932,C2Q00012,IN,08-03-2023,01-03-2023,,1022,PCAS-A01E-NN,YMG,5831,2008787870,10,08-02-2023,28-02-2023,16-02-2023,22-02-2023,Ship Out
1.00782E+15,2008618509,540,17-01-2023,Y101,YCB301,2,,L2Q00,4510545419,4510545419,C2Q00012,IN,14-02-2023,14-02-2023,,1009,YCB301-C200,YAS,3U12,2008618700,520,19-01-2023,06-02-2023,02-02-2023,14-02-2023,Ship Out
1.00782E+15,2008691183,1090,17-01-2023,Y101,AKB331,9,,L2Q00,4510634925,4510634925,C2Q00012,IN,31-03-2023,21-03-2023,,1009,AKB331-M010,YAS,3U12,2008691172,1080,24-02-2023,17-03-2023,11-03-2023,21-03-2023,Ship Out
1.00782E+15,2008691183,1100,17-01-2023,Y101,AKB331,18,,L2Q00,4510634925,4510634925,C2Q00012,IN,31-03-2023,21-03-2023,,1009,AKB331-M015,YAS,3U12,2008691172,1090,24-02-2023,17-03-2023,11-03-2023,21-03-2023,Ship Out
1.00782E+15,2008795710,10,19-01-2023,Y101,TDLS8100,1,A,L2Q00,4510765261,4510765261,C2Q00012,IN,20-07-2023,,,1072,TDLS8100-E1-L-X1-NN-ZZZ-S-ZZ-A1-N-N/RX/AP1/Z,YMG,5831,2008795806,10,,11-07-2023,,,
1.00782E+15,2008795710,20,19-01-2023,Y101,K9775XA,1,,L2Q00,4510765261,4510765261,C2Q00012,IN,10-02-2023,28-02-2023,,1009,K9775XA,,,,,,30-01-2023,,28-02-2023,
1.00783E+15,2008796392,10,19-01-2023,Y101,NR801AG,1,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR801AG-E3-N-N-M4W1-2-002B-N-N-00/SS,YMG,5831,2008796368,10,24-02-2023,27-06-2023,,,
1.00783E+15,2008796392,20,19-01-2023,Y101,NR893AG,1,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR893AG-E2AA-40-C-N,YMG,5831,2008796368,20,08-03-2023,27-06-2023,,,
1.00783E+15,2008796392,30,19-01-2023,Y101,NR801AG,1,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR801AG-E3-N-N-M4W1-2-002B-N-N-00,YMG,5831,2008796368,30,08-03-2023,27-06-2023,,,
1.00783E+15,2008796392,40,19-01-2023,Y101,NR893AG,1,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR893AG-E2BA-40-C-N,YMG,5831,2008796368,40,08-03-2023,27-06-2023,,,
1.00783E+15,2008765110,220,23-01-2023,Y101,VP6H4600,2,,L2Q00,4510726227,4510726227,C2Q00012,IN,11-02-2023,24-02-2023,,1009,VP6H4600-V11,YAS,3U12,2008764928,220,23-01-2023,01-02-2023,10-02-2023,24-02-2023,Ship Out
1.00784E+15,2008556045,430,23-01-2023,Y101,ATD5A,38,,L2Q00,4510471376,4510471376,C2Q00012,IN,19-02-2023,17-02-2023,,1009,ATD5A-00,YAS,3U12,2008556105,430,27-01-2023,09-02-2023,09-02-2023,17-02-2023,Ship Out
1.00784E+15,2008556045,440,23-01-2023,Y101,ATD5A,26,,L2Q00,4510471376,4510471376,C2Q00012,IN,19-02-2023,17-02-2023,,1009,ATD5A-00,YAS,3U12,2008556105,440,27-01-2023,09-02-2023,09-02-2023,17-02-2023,Ship Out
1.00784E+15,2008556045,450,23-01-2023,Y101,ATD5A,3,,L2Q00,4510471376,4510471376,C2Q00012,IN,19-02-2023,17-02-2023,,1009,ATD5A-00,YAS,3U12,2008556105,450,27-01-2023,09-02-2023,09-02-2023,17-02-2023,Ship Out
1.00784E+15,2008556045,460,23-01-2023,Y101,ATD5A,3,,L2Q00,4510471376,4510471376,C2Q00012,IN,19-02-2023,17-02-2023,,1009,ATD5A-00,YAS,3U12,2008556105,460,27-01-2023,09-02-2023,09-02-2023,17-02-2023,Ship Out
1.00784E+15,2008753261,110,23-01-2023,Y101,GP1SY,1,,L2Q00,4510711655,4510711655,C2Q00012,IN,03-04-2023,17-02-2023,,1009,GP1SY-01AA210W1019E,,,,,,27-03-2023,,17-02-2023,
1.00784E+15,2008806801,20,25-01-2023,Y101,NTPF100,1,,L2Q00,4510778746,4510778746,C2Q00012,IN,12-02-2023,21-02-2023,,1009,NTPF100-S11/Y-SMC,YAS,3U12,2008806813,20,26-01-2023,02-02-2023,13-02-2023,21-02-2023,Ship Out
1.00784E+15,2008766358,20,23-01-2023,Y101,VP6H4600,1,,L2Q00,4510727237,4510727237,C2Q00012,IN,11-02-2023,28-02-2023,,1009,VP6H4600-V11,YAS,3U12,2008769750,20,24-01-2023,01-02-2023,09-02-2023,28-02-2023,Ship Out
1.00784E+15,2008801814,10,23-01-2023,Y101,VP6F3100,1,,L2Q00,4510772193,4510772193,C2Q00012,IN,11-02-2023,24-02-2023,,1009,VP6F3100-V11,YAS,3U12,2008802219,10,24-01-2023,01-02-2023,10-02-2023,24-02-2023,Ship Out
1.00784E+15,2008796392,200,25-01-2023,Y101,NR510,4,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR510-B10SUS-K-N-N,YMG,5831,2008796368,170,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,210,25-01-2023,Y101,NR510,4,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR510-B10SUS-K-N-N,YMG,5831,2008796368,180,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,220,25-01-2023,Y101,NR510,1,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR510-B10SUS-K-N-N,YMG,5831,2008796368,190,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,230,25-01-2023,Y101,NR822,4,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR822-FF-L010-000,YMG,5831,2008796368,200,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,240,25-01-2023,Y101,NR822,4,A,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR822-FF-L010-000,YMG,5831,2008796368,210,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,250,25-01-2023,Y101,NR831,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR831-E-N-N,YMG,5831,2008796368,220,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,260,25-01-2023,Y101,NR831,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,NR831-E-N-N,YMG,5831,2008796368,230,08-03-2023,27-06-2023,,,
1.00784E+15,2008796392,270,25-01-2023,Y101,PARTS110A,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,PARTS110A=NR801AG=K9428QN,YMG,5831,2008796368,240,22-03-2023,27-06-2023,,,
1.00784E+15,2008796392,280,25-01-2023,Y101,PARTS110A,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,PARTS110A=NR801AG=A1470UP,YMG,5831,2008796368,250,22-03-2023,27-06-2023,,,
1.00784E+15,2008796392,290,25-01-2023,Y101,PARTS110A,2,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,PARTS110A=NR801AG=K9400ZB,YMG,5831,2008796368,260,22-03-2023,27-06-2023,,,
1.00784E+15,2008796392,300,25-01-2023,Y101,PARTS110A,5,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,PARTS110A=NR801AG=A1108EF,YMG,5831,2008796368,270,22-03-2023,27-06-2023,,,
1.00784E+15,2008796392,310,25-01-2023,Y101,PARTS110A,5,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,PARTS110A=NR801AG=S9500EF,YMG,5831,2008796368,280,22-03-2023,27-06-2023,,,
1.00784E+15,2008796392,320,25-01-2023,Y101,PARTS110A,5,,L2Q00,4510766120,4510766120,C2Q00012,IN,05-07-2023,,,1072,PARTS110A=NR801AG=A1460EF,YMG,5831,2008796368,290,22-03-2023,27-06-2023,,,
1.00784E+15,2008796392,330,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-01,YMG,5831,2008796368,300,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,50,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-02,YMG,5831,2008796368,50,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,60,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-03,YMG,5831,2008796368,60,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,70,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-04,YMG,5831,2008796368,70,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,80,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-05,YMG,5831,2008796368,80,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,90,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-06,YMG,5831,2008796368,90,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,100,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-07,YMG,5831,2008796368,100,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,110,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-08,YMG,5831,2008796368,110,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,120,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-13,YMG,5831,2008796368,120,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,130,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-14,YMG,5831,2008796368,130,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,140,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-15,YMG,5831,2008796368,140,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,150,25-01-2023,Y101,NR8SP01,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,NR8SP01-16,YMG,5831,2008796368,150,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,160,25-01-2023,Y101,K9428PA,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,K9428PA,YMG,5831,2008806817,10,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,170,25-01-2023,Y101,K9428TG,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,10-03-2023,08-03-2023,,1022,K9428TG,YMG,5831,2008806817,20,26-01-2023,02-03-2023,01-03-2023,02-03-2023,Ship Out
1.00784E+15,2008796392,180,25-01-2023,Y101,A1518UP,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,17-03-2023,15-03-2023,,1022,A1518UP,YMG,5831,2008806816,10,26-01-2023,09-03-2023,07-03-2023,08-03-2023,Ship Out
1.00784E+15,2008796392,190,25-01-2023,Y101,K9428HC,1,,L2Q00,4510766120,4510766120,C2Q00012,IN,17-03-2023,15-03-2023,,1022,K9428HC,YMG,5831,2008796368,160,26-01-2023,09-03-2023,07-03-2023,08-03-2023,Ship Out
1.00784E+15,2008765220,130,28-01-2023,Y101,ALP121,1,,L2Q00,4510726275,4510726275,C2Q00012,IN,24-02-2023,17-02-2023,,1009,ALP121-S00,YAS,3U12,2008765118,120,01-02-2023,14-02-2023,13-02-2023,17-02-2023,Ship Out
1.00784E+15,2008806801,10,25-01-2023,Y101,VI702,1,,L2Q00,4510778746,4510778746,C2Q00012,IN,04-04-2023,28-03-2023,,1009,VI702,YAS,3U12,2008806813,10,17-02-2023,27-03-2023,20-03-2023,28-03-2023,Ship Out
1.00784E+15,2008806515,10,25-01-2023,Y101,LS1SN001,48,,L2Q00,4510778373,4510778373,C2Q00012,IN,01-02-2023,30-01-2023,,1092,LS1SN001-E01/AV,,,,,,01-02-2023,,30-01-2023,
1.00784E+15,2008784000,50,25-01-2023,Y101,VP6CRNT,1,,L2Q00,4510750688,4510750688,C2Q00012,IN,12-02-2023,28-02-2023,,1009,VP6CRNT/Z,YAS,3U12,2008784021,60,27-01-2023,02-02-2023,13-02-2023,28-02-2023,Ship Out
1.00784E+15,2008059236,420,29-01-2023,Y101,S9548FA,3,,L2Q00,4509880157,4509880157,C2Q00012,IN,10-03-2023,28-02-2023,,1009,S9548FA,YAS,3U12,2008812738,10,06-02-2023,28-02-2023,21-02-2023,28-02-2023,Ship Out
1.00784E+15,2008784000,60,25-01-2023,Y101,RS4CRNT,1,,L2Q00,4510750688,4510750688,C2Q00012,IN,11-02-2023,28-02-2023,,1009,RS4CRNT-V11/Z,YAS,3U12,2008784021,50,26-01-2023,01-02-2023,10-02-2023,28-02-2023,Ship Out
1.00784E+15,2008265011,680,27-01-2023,Y101,VP6F3100,5,,L2Q00,4510123616,4510123616,C2Q00012,IN,13-02-2023,28-02-2023,,1009,VP6F3100-V11,YAS,3U12,2008265027,640,27-01-2023,03-02-2023,13-02-2023,28-02-2023,Ship Out
1.00785E+15,2008813765,10,30-01-2023,Y101,SEC402,1,,L2Q00,4510787281,4510787281,C2Q00012,IN,23-04-2023,11-04-2023,,1009,SEC402-51,YAS,3U12,2008813812,10,27-03-2023,13-04-2023,03-04-2023,11-04-2023,Ship Out
1.00785E+15,2008813765,20,30-01-2023,Y101,SPW482,1,,L2Q00,4510787281,4510787281,C2Q00012,IN,21-03-2023,10-03-2023,,1009,SPW482-53,YAS,3U12,2008813812,20,08-02-2023,13-03-2023,27-02-2023,10-03-2023,Ship Out
1.00785E+15,2008813765,30,30-01-2023,Y101,SCP461,1,,L2Q00,4510787281,4510787281,C2Q00012,IN,03-03-2023,28-02-2023,,1009,SCP461-51,YAS,3U12,2008813812,30,01-02-2023,21-02-2023,20-02-2023,28-02-2023,Ship Out
1.00785E+15,2008813765,40,30-01-2023,Y101,SSB401,1,,L2Q00,4510787281,4510787281,C2Q00012,IN,21-03-2023,10-03-2023,,1009,SSB401-53,YAS,3U12,2008813812,40,21-02-2023,13-03-2023,04-03-2023,10-03-2023,Ship Out
